signal_date,ticker,signal_type,signal_direction,llm_direction,signal_price,catalyst_tag,news_tone,trade_frame_scenario,conviction,raw_conviction,action,regime,sub_regime,factors_json,factor_reasoning_json,confidence_meta_json,return_1d,return_5d,return_20d,evaluated_1d,evaluated_5d,evaluated_20d,barrier_label,barrier_hit_day,barrier_return,barrier_date
2026-05-14,KEY,10-Q,bear,bear,21.08,실적,neutral,21.08 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,54,58,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 8.0, ""fundamentals"": 10.0, ""macro_event"": 0.0, ""macro_regime"": 3.0, ""momentum"": 13.0, ""news_tone"": 0.0, ""peer_rank"": 0.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 10.0, ""signal_track_record"": -10.0, ""valuation"": 12.0}","{""catalyst_recency"": ""하드 촉매 2026-05-05"", ""earnings_pattern"": ""연속 상회 3분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +31.9% / 기관 보유 89.0%"", ""macro_event"": ""현재 거시 충격의 직접 업종 영향은 제한적"", ""macro_regime"": ""risk_on 레짐에서 financial services 섹터 편향 +3"", ""momentum"": ""섹터 대비 -0.6% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 +0.00 — 연준이 지급준비금 이자율 3.65%와 연방기금금리 목표범위 3.50~3.75%를 유지했다. KEY는 fed_rate_policy에 직접 노출되지만 이번 이벤트는 금리 동결로 순이자마진과 평가손익에 중립적 영향이 크다."", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 0% (0/3)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8362, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-0.05%,+1.94%,N/A,True,True,False,stop,7,+3.00%,2026-05-26
2026-05-14,KO,10-Q,neutral,neutral,80.45,실적,neutral,80.45 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,50,54,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 0.0, ""fundamentals"": 7.0, ""macro_event"": 1.0, ""macro_regime"": -3.0, ""momentum"": 13.0, ""news_tone"": 0.0, ""peer_rank"": 0.0, ""policy_tailwind"": -4.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 5.0, ""signal_track_record"": 5.0, ""valuation"": 10.0}","{""catalyst_recency"": ""실적 D-67 / 하드 촉매 2026-04-30"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.0%"", ""fundamentals"": ""선행 EPS 성장 +9.4% / 기관 보유 67.7%"", ""macro_event"": ""중동 확전 우려로 위험자산 선호가 약해지고 에너지 가격 민감도가 높아질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 consumer defensive 섹터 편향 -3"", ""momentum"": ""섹터 대비 +2.0% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 -0.48 — FDA의 식품 화학물질 사후평가 프로그램 확정과 BHT·ADA 재평가는 식품·음료 원재료 및 포장 규제 리스크를 높인다. KO는 글로벌 음료업체로 식품첨가물·포장재 규제 변화에 직접 노출된다."", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 56% (10/18)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8362, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",+0.93%,+0.89%,N/A,True,True,False,pending,,,
2026-05-14,KTOS,10-Q,bear,bear,54.85,실적,neutral,54.85 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,48,51,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 8.0, ""fundamentals"": 10.0, ""macro_event"": 0.0, ""macro_regime"": 4.0, ""momentum"": 3.0, ""news_tone"": 0.0, ""peer_rank"": 0.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": -6.0, ""regime_adjustment"": 10.0, ""signal_track_record"": -10.0, ""valuation"": 12.0}","{""catalyst_recency"": ""실적 D-83 / 하드 촉매 2026-05-06"", ""earnings_pattern"": ""연속 상회 3분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.2%"", ""fundamentals"": ""선행 EPS 성장 +541.2% / 기관 보유 89.3%"", ""macro_event"": ""중동 확전 우려는 방산 수요 기대를 높일 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 -28.5% / SMA50·SMA200 아래"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""해당 종목 정책 임팩트 미산출"", ""portfolio_risk"": ""Industrials 섹터 비중 100.0%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 0% (0/3)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8362, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-1.15%,-0.33%,N/A,True,True,False,hit,1,-2.00%,2026-05-15
2026-05-14,MOD,10-Q,bull,bull,292.16,실적,긍정,292.16 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,70,74,buy,risk_on,,"{""catalyst_recency"": 18.0, ""earnings_pattern"": 0.0, ""fundamentals"": 10.0, ""macro_event"": -8.0, ""macro_regime"": 5.0, ""momentum"": 17.0, ""news_tone"": 0.0, ""peer_rank"": 5.0, ""policy_tailwind"": 1.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 15.0, ""signal_track_record"": 15.0, ""valuation"": 10.0}","{""catalyst_recency"": ""실적 D-11 / 하드 촉매 2026-02-05"", ""earnings_pattern"": ""연속 상회 1분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +301.1% / 기관 보유 115.2%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 consumer cyclical 섹터 편향 +5"", ""momentum"": ""섹터 대비 +20.7% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer 대비 밸류에이션과 모멘텀이 모두 우호적입니다"", ""policy_tailwind"": ""정책 임팩트 +0.11 — DOE가 상업용 온수기 효율기준 집행을 한시 유예하면서 HVAC·열관리 업계의 단기 규제비용 부담이 낮아진다. MOD는 thermal management와 energy_efficiency_policy 노출이 있어 직접 우호적이다."", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (3/3)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8812, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.9, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": true, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": true}}",-15.41%,-14.39%,N/A,True,True,False,stop,1,-2.00%,2026-05-15
2026-05-14,NXT,10-Q,bull,bull,142.75,실적,bullish,142.75 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,71,77,buy,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 8.0, ""fundamentals"": 10.0, ""macro_event"": -5.0, ""macro_regime"": 5.0, ""momentum"": 19.0, ""news_tone"": 5.0, ""peer_rank"": 0.0, ""policy_tailwind"": 8.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 15.0, ""signal_track_record"": 15.0, ""valuation"": 8.0}","{""catalyst_recency"": ""실적 D-76 / 하드 촉매 2026-01-30"", ""earnings_pattern"": ""연속 상회 4분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.2%"", ""fundamentals"": ""선행 EPS 성장 +21.0% / 기관 보유 108.1%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 technology 섹터 편향 +5"", ""momentum"": ""섹터 대비 +27.7% / SMA50·SMA200 위 / 상대 거래량 1.60배"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 +1.00 — IRS 안내서가 45Y 등 IRA 청정전력생산세액공제 적용을 재확인해 태양광 프로젝트 경제성을 직접 지지한다. NXT는 ira_solar_credit 노출이 있는 유틸리티 태양광 tracker 업체다."", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서 공격주 선호"", ""signal_track_record"": ""최근 시그널 승률 100% (3/3)"", ""valuation"": ""현재 가격 기준 밸류에이션 부담이 큽니다.""}","{""confidence_gate"": 0.8122, ""confidence_penalty"": 0.1195, ""data_quality"": 0.8805, ""data_quality_components"": {""analyzer_validation"": 0.64, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.8805, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": true}}",-5.79%,-15.22%,N/A,True,True,False,hit,1,+3.00%,2026-05-15
2026-05-14,ORA,10-Q,bull,bull,135.45,실적,긍정,135.45 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,64,67,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 0.0, ""fundamentals"": 8.0, ""macro_event"": 3.0, ""macro_regime"": -3.0, ""momentum"": 19.0, ""news_tone"": 0.0, ""peer_rank"": 0.0, ""policy_tailwind"": 8.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 5.0, ""signal_track_record"": 15.0, ""valuation"": 10.0}","{""catalyst_recency"": ""실적 D-82 / 하드 촉매 2026-05-07"", ""earnings_pattern"": ""서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""선행 EPS 성장 +19.3% / 기관 보유 93.6%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 utilities 섹터 편향 -3"", ""momentum"": ""섹터 대비 +21.4% / SMA50·SMA200 위 / 상대 거래량 1.81배"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 기준 특이 우위는 제한적입니다"", ""policy_tailwind"": ""정책 임팩트 +1.00 — IRA 기반 청정에너지 금융지원 여력 지속은 발전 프로젝트형 사업자에 직접 우호적이다. ORA는 ira_clean_energy_credit 노출이 있는 지열·저장 사업자로 직접 수혜 가능성이 크다."", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경에서도 방어주 프리미엄 유지"", ""signal_track_record"": ""최근 시그널 승률 73% (11/15)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8812, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.9, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": true, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-4.58%,-1.16%,N/A,True,True,False,stop,1,-2.00%,2026-05-15
2026-05-14,OXY,10-Q,bull,bull,56.84,실적,neutral,56.84 USD 부근에서 방향성 확인 전까지 박스권 등락 가능성이 큽니다.,66,71,buy,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 8.0, ""fundamentals"": 8.0, ""macro_event"": 6.0, ""macro_regime"": 2.0, ""momentum"": 8.0, ""news_tone"": 0.0, ""peer_rank"": 8.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": 0.0, ""regime_adjustment"": 10.0, ""signal_track_record"": 15.0, ""valuation"": 10.0}","{""catalyst_recency"": ""실적 D-82 / 하드 촉매 2026-05-05"", ""earnings_pattern"": ""연속 상회 4분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.5%"", ""fundamentals"": ""선행 EPS 성장 +395.9%"", ""macro_event"": ""원유 공급 차질은 에너지 밸류체인에 우호적일 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 energy 섹터 편향 +2"", ""momentum"": ""섹터 대비 -2.3%"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""섹터 peer 대비 저평가이면서 상대 모멘텀이 강합니다"", ""policy_tailwind"": ""정책 임팩트 +0.05 — OXY는 E&P 기업으로 oil_price와 spr_release 노출이 명시돼 있다. SPR 교환 집행 지속은 시장 공급 증가 신호로 유가 민감도가 높은 OXY에 직접 부담이다."", ""portfolio_risk"": ""현재 포트폴리오 집중 리스크 감점 요인은 크지 않음"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 73% (11/15)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8362, ""confidence_penalty"": 0.0295, ""data_quality"": 0.9705, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.8333, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9705, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": true}}",+5.03%,+3.50%,N/A,True,True,False,hit,1,+3.00%,2026-05-15
2026-05-14,PLUG,10-Q,bull,bull,3.79,실적,중립,3.79 USD 인근에서 반등 시도와 재차 흔들림이 반복될 가능성이 큽니다.,61,64,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 5.0, ""fundamentals"": 7.0, ""macro_event"": -6.0, ""macro_regime"": 4.0, ""momentum"": 17.0, ""news_tone"": 0.0, ""peer_rank"": 0.0, ""policy_tailwind"": 8.0, ""portfolio_risk"": -6.0, ""regime_adjustment"": 10.0, ""signal_track_record"": 10.0, ""valuation"": 8.0}","{""catalyst_recency"": ""실적 D-87 / 하드 촉매 2026-05-11"", ""earnings_pattern"": ""연속 상회 2분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.1%"", ""fundamentals"": ""기관 보유 65.0%"", ""macro_event"": ""호르무즈 해협 차질로 유가와 해상 물류 변동성이 동시에 커질 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +27.4% / SMA50·SMA200 위"", ""news_tone"": ""뉴스 톤이 중립"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""policy_tailwind"": ""정책 임팩트 +1.00 — DOE가 IRA 기반 추가 대출보증 권한과 신용보조 예산을 2026년 9월 30일까지 활용 가능하다고 안내했다. PLUG는 수소 연료전지·전해조 업체로 ira_hydrogen_45v_credit 및 DOE 수소 지원 노출이 있어 자금조달 기대에 직접 수혜다."", ""portfolio_risk"": ""Industrials 섹터 비중 100.0%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 67% (12/18)"", ""valuation"": ""현재 가격 기준 밸류에이션 부담이 큽니다.""}","{""confidence_gate"": 0.8712, ""confidence_penalty"": 0.0545, ""data_quality"": 0.9455, ""data_quality_components"": {""analyzer_validation"": 1.0, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.6667, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9455, ""evidence_consistency"": 0.54, ""evidence_coverage"": 1.0, ""model_agreement"": 0.9, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": true, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-8.97%,-0.26%,N/A,True,True,False,hit,1,+3.00%,2026-05-15
2026-05-14,RDW,10-Q,bull,bull,13.99,실적,bullish,13.99 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,60,65,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": -5.0, ""fundamentals"": 5.0, ""macro_event"": 0.0, ""macro_regime"": 4.0, ""momentum"": 19.0, ""news_tone"": 5.0, ""peer_rank"": 0.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": -6.0, ""regime_adjustment"": 10.0, ""signal_track_record"": 15.0, ""valuation"": 10.0}","{""catalyst_recency"": ""실적 D-82 / 하드 촉매 2026-05-07"", ""earnings_pattern"": ""서프라이즈 추세 개선 / 평균 서프라이즈 -3.1% / 연속 미스 3분기"", ""fundamentals"": ""기초체력 보조 지표 부족"", ""macro_event"": ""중동 확전 우려는 방산 수요 기대를 높일 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +39.2% / SMA50·SMA200 위 / 상대 거래량 2.97배"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""policy_tailwind"": ""해당 종목 정책 임팩트 미산출"", ""portfolio_risk"": ""Industrials 섹터 비중 100.0%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 100% (3/3)"", ""valuation"": ""대체로 적정 가치 범위에 위치합니다.""}","{""confidence_gate"": 0.8202, ""confidence_penalty"": 0.0995, ""data_quality"": 0.9005, ""data_quality_components"": {""analyzer_validation"": 0.82, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.6667, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.9005, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-0.21%,+9.72%,N/A,True,True,False,hit,1,+3.00%,2026-05-15
2026-05-14,RKLB,10-Q,bull,bull,132.55,실적,bullish,132.55 USD 부근 상승분을 소화하며 실적 전까지 추세 지속 여부를 점검하는 구간입니다.,62,67,watch,risk_on,,"{""catalyst_recency"": 8.0, ""earnings_pattern"": 5.0, ""fundamentals"": 5.0, ""macro_event"": 0.0, ""macro_regime"": 4.0, ""momentum"": 17.0, ""news_tone"": 5.0, ""peer_rank"": 0.0, ""policy_tailwind"": 0.0, ""portfolio_risk"": -6.0, ""regime_adjustment"": 10.0, ""signal_track_record"": 15.0, ""valuation"": 8.0}","{""catalyst_recency"": ""실적 D-83 / 하드 촉매 2026-05-07"", ""earnings_pattern"": ""연속 상회 2분기 / 서프라이즈 추세 안정 / 평균 서프라이즈 +0.2%"", ""fundamentals"": ""기초체력 보조 지표 부족"", ""macro_event"": ""중동 확전 우려는 방산 수요 기대를 높일 수 있습니다."", ""macro_regime"": ""risk_on 레짐에서 industrials 섹터 편향 +4"", ""momentum"": ""섹터 대비 +78.2% / SMA50·SMA200 위"", ""news_tone"": ""강세 뉴스지만 가격 확인은 제한적"", ""peer_rank"": ""peer percentile 데이터가 부족해 중립 반영"", ""policy_tailwind"": ""해당 종목 정책 임팩트 미산출"", ""portfolio_risk"": ""Industrials 섹터 비중 100.0%로 과집중 상태"", ""regime_adjustment"": ""리스크온 환경의 중립 업종"", ""signal_track_record"": ""최근 시그널 승률 100% (3/3)"", ""valuation"": ""현재 가격 기준 밸류에이션 부담이 큽니다.""}","{""confidence_gate"": 0.8122, ""confidence_penalty"": 0.1195, ""data_quality"": 0.8805, ""data_quality_components"": {""analyzer_validation"": 0.74, ""fallback_depth"": 1.0, ""macro_context_age"": 0.91, ""missing_fundamentals"": 0.6667, ""news_coverage"": 1.0, ""price_freshness"": 1.0, ""source_diversity"": 1.0}, ""data_quality_gate"": {""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""threshold"": 0.6, ""would_cap_action"": false}, ""data_quality_score"": 0.8805, ""evidence_consistency"": 0.6, ""evidence_coverage"": 1.0, ""model_agreement"": 0.6, ""search_evidence_score"": 0.0, ""search_quality_gate"": {""enforced"": false, ""evidence_count"": 0, ""evidence_status"": ""no_evidence"", ""max_action_if_enforced"": ""watch"", ""mode"": ""shadow"", ""priority_for_refresh"": false, ""provider_status"": ""not_requested"", ""reason"": ""no_recent_search_evidence"", ""source_diversity"": 0, ""threshold"": 0.55, ""would_cap_action"": false}}",-1.05%,-5.36%,N/A,True,True,False,stop,1,-2.00%,2026-05-15
